species,document,score,category,status,reasoning
Pardosa_abagensis,Nadolny_A_A__Kovblyuk_M_M_2012_Members_of_Pardosa_amentata_and_P_lugubris_species_groups_in_Crimea_and_Caucasus_with_notes_on_P_abagensis_Aranei_Lycosidae,7.9,4,ok,"## Nadolny_A_A__Kovblyuk_M_M_2012_Members_of_Pardosa_amentata_and_P_lugubris_species_groups_in_Crimea_and_Caucasus_with_notes_on_P_abagensis_Aranei_Lycosidae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The entire document is focused exclusively on Pardosa (four species: P. abagensis, P. amentata, P. caucasica, P. lugubris), with detailed redescriptions, species group diagnoses, and phenology — 100% Pardosa content. || Morphological description depth (25%) | 8 | Descriptions combine precise measurements (total length, carapace, palp and leg segment lengths in mm) with detailed structural terminology (tegular apophysis, terminal apophysis, conductor, embolus, bulbus, epigyne, anterior epigynal pocket, septum, cymbium, chelicerae, femur, tibia, metatarsus, patella, tarsus) across multiple species. || Genital figure quality (20%) | 9 | Multiple figure series cover male palps and bulbus in ventral and retrolateral views (Figs 11–18, 23–30, 31–38) and epigynes in ventral and dorsal views (Figs 39–44, 45–59) for all four species, providing comprehensive multi-view genital illustration for both sexes. || Taxonomic originality (15%) | 7 | No new species described, but thorough illustrated redescriptions of four poorly documented species from new material, plus the erection of a new species group (P. abagensis group) with formal diagnosis and expanded diagnoses for P. amentata and P. lugubris groups — substantive revisionary contribution scored near the top of the 5–7 band. || Supporting data (10%) | 6 | Formal examined material lists with precise GPS coordinates and collection data are provided for all species; a distribution/habitat comparison table (Table 2) and phenology chart (Fig. 60) are included, but no distribution map and no molecular data. || Text/OCR quality (5%) | 4 | garbled_ratio = 1.0 and force_ocr = true; although content is largely recoverable (species descriptions, tables, figures readable), tabular leg-segment data is partially garbled (mixed symbols, bracket noise in measurement tables), reducing reliability of those sections. |### Final ScoreWeighted total: (9×0.25) + (8×0.25) + (9×0.20) + (7×0.15) + (6×0.10) + (4×0.05)= 2.25 + 2.00 + 1.80 + 1.05 + 0.60 + 0.20= **7.90**Category: **4**"
Pardosa_agricola,Koch_C_L_1847_Die_Arachniden,2.30,1,ok,"## Koch_C_L_1847_Die_Arachniden.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 2 | This is a multi-genus Lycosidae monograph covering Zora, Ocyale, Dolomedes, Arctosa, Trochosa, Lycosa, Aulonia, and others; Pardosa (*agricola*) is tagged as the target species but the genus ""Pardosa"" as such does not appear as a discrete entity in the sampled chunks — the content is distributed across numerous other genera with no identifiable Pardosa-specific section constituting even 10% of content. || Morphological description depth (25%) | 2 | Descriptions are mid-19th-century prose in German, focused on coloration and pattern (e.g., ""rostbraun,"" ""ockergelb""); no quantitative measurements in mm, no structured morphological terminology for genital structures, and no modern arachnological vocabulary for internal or palpal structures. || Genital figure quality (20%) | 1 | No figure captions are present for any of the 26 images; the few chunks referencing ""Genitalien"" do so only in passing prose descriptions with no indication of illustrated genital structures. || Taxonomic originality (15%) | 3 | The work describes and lists numerous lycosid species and includes some synonymy, but represents mid-19th-century faunal treatment rather than modern revisionary taxonomy; no new Pardosa species are identifiable from the sampled content. || Supporting data (10%) | 3 | Locality data (e.g., ""Deutschland,"" ""Schweden,"" ""Nauplia,"" ""Brasilien"") is mentioned in prose only, without structured specimen lists or distribution tables. || Text/OCR quality (5%) | 7 | Garbled ratio is low (0.053) and OCR was not forced; text is largely readable German with minor OCR artifacts (e.g., broken ligatures, occasional symbol substitutions) consistent with a 19th-century digitised publication. |### Final ScoreWeighted total: (2×0.25) + (2×0.25) + (1×0.20) + (3×0.15) + (3×0.10) + (7×0.05)= 0.50 + 0.50 + 0.20 + 0.45 + 0.30 + 0.35 = **2.30**Category: **1**"
Pardosa_agricola,Koch_C_L_1847_Die_Arachniden_2,1.85,1,ok,"## Koch_C_L_1847_Die_Arachniden_2.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 2 | Pardosa appears only once in the sampled chunks, as a brief index entry (""Pardosa (Unt. Gatt, v. Lycosa)"") on page 153; the document primarily covers harvestmen (Opilio, Platylophus, Leiobunum, etc.) and a general spider index with no substantive Pardosa treatment. || Morphological description depth (25%) | 2 | Descriptions present are 19th-century German prose for Opiliones and other non-Pardosa arachnids; no quantitative measurements or modern spider morphological vocabulary applicable to Pardosa. || Genital figure quality (20%) | 1 | No figure captions are present in the extracted data, and the 19 images lack any captions referencing genital structures; content is entirely non-Pardosa. || Taxonomic originality (15%) | 1 | No new Pardosa species described; the Pardosa mention is only a subgenus index entry with no taxonomic treatment. || Supporting data (10%) | 2 | Locality data appears incidentally in prose for Opiliones species; no structured data for Pardosa whatsoever. || Text/OCR quality (5%) | 6 | Garbled ratio of 0.089 is low and force_ocr is false, but chunks show significant OCR noise (broken characters, mixed scripts in index tables), consistent with a 19th-century German printed text. |### Final ScoreWeighted total: (2×0.25) + (2×0.25) + (1×0.20) + (1×0.15) + (2×0.10) + (6×0.05) = 0.50 + 0.50 + 0.20 + 0.15 + 0.20 + 0.30 = **1.85**Category: 1"
Pardosa_agricola,Kulczyński_W_1909a_Fragmenta_Arachnologica_XI-XIII,3.80,2,ok,"## Kulczyński_W_1909a_Fragmenta_Arachnologica_XI-XIII.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | The document is a multi-genus European arachnological miscellany (Lycosidae, Pisauridae, Zoropsis, Oecobius, Liobunum, Nemastoma, etc.); Pardosa (*agricola* and others listed under *Lycosa* such as *L. arenicola*, *L. agricola*) appears incidentally in comparative passages rather than as a focal subject, representing well below 10% of the total content. || Morphological description depth (25%) | 5 | The document contains modern morphological vocabulary (epigyne, stemma/bulb structures, lamella characteristica, palp segments) with some quantitative measurements (mm dimensions for fovea, body parts), but these are spread across multiple non-Pardosa genera and Pardosa-relevant descriptions are not the main focus. || Genital figure quality (20%) | 4 | The table of figures (Explicatio tabulae XXII) lists epigynes and palp/stemma views for several lycosid genera; figures confirmed for *Lycosa arenicola*, *L. ferruginea*, and *Tarentula fabrilis* epigynes, but no captions explicitly reference Pardosa genital structures; all 5 image captions extracted are empty. || Taxonomic originality (15%) | 2 | No new Pardosa species are described; the Lycosidae content consists of synonymy discussions, nomenclatural corrections, and comparisons of existing species — no original Pardosa descriptions or revisions. || Supporting data (10%) | 3 | Locality data for non-Pardosa new species appear in prose only (e.g., ""Costarica: Sipurio de Talamanca"", ""Insulae Maderianae""); no structured specimen lists, distribution tables, or molecular data. || Text/OCR quality (5%) | 8 | Garbled ratio is very low (0.021), force_ocr is false, and chunk text is well-structured Latin/French scientific prose with only minor noise; content is fully extractable. |### Final ScoreWeighted total: (3×0.25) + (5×0.25) + (4×0.20) + (2×0.15) + (3×0.10) + (8×0.05)= 0.75 + 1.25 + 0.80 + 0.30 + 0.30 + 0.40 = **3.80**Category: **2**"
Pardosa_agricola,Palmgren_P_1939_Die_Spinnenfauna_Finnlands_I_Lycosidae,4.05,2,ok,"## Palmgren_P_1939_Die_Spinnenfauna_Finnlands_I_Lycosidae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | This is a multi-family Finnish spider fauna monograph (Lycosidae, Salticidae, Clubionidae, Gnaphosidae, Thomisidae, etc.); the Lycosidae section covers multiple genera (Tarentula, Xerolycosa, Acantholycosa, Lycosa, Trochosa, Pirata, Arctosa) with no mention of Pardosa as a genus—species now placed in Pardosa appear under the old genus Lycosa, but even so the Lycosidae section is one part of a larger multi-family work, and Pardosa-relevant content represents well under 10% of total chunks. || Morphological description depth (25%) | 4 | Morphological vocabulary is modern (epigyne, bulbus, tibia, metatarsus, chelicera, spermathecae, palp apophyses, etc.) and some body measurements are given (e.g., body length, cephalothorax length in mm), but descriptions are largely structured as dichotomous keys with structural characters rather than integrative prose passages combining detailed measurements with full structural accounts for any single species. || Genital figure quality (20%) | 5 | Several figure captions reference genital structures (epigyne, vulva, bulbus, Kopulationsorgane, Taster) for multiple genera, including Lycosa species now assigned to Pardosa (e.g., Figs. 88–92 showing vulvae of L. eiseni, guernei, atrata, ferruginea); however, most Lycosa/Pardosa-relevant captions lack explicit multi-view genital coverage, and the bulk of the detailed genital figures belong to non-Lycosid families. || Taxonomic originality (15%) | 2 | The work is a faunal survey/checklist with distribution records and keys; no new Pardosa (or Lycosa relevant to Pardosa) species are described, and no revisions or redescriptions of Pardosa-group taxa are presented—only listing and synonymy comments. || Supporting data (10%) | 6 | Structured distribution tables (Tab. 2, Tab. 3), phenological tables, and enumerated locality lists by geographic region are present throughout; distribution maps (Karten) are included, but no molecular data. || Text/OCR quality (5%) | 8 | Garbled ratio is very low (0.024), OCR was not forced, and chunks are generally clean and readable with only minor noise typical of older scanned German text. |### Final ScoreWeighted total: (3 × 0.25) + (4 × 0.25) + (5 × 0.20) + (2 × 0.15) + (6 × 0.10) + (8 × 0.05)= 0.75 + 1.00 + 1.00 + 0.30 + 0.60 + 0.40 = **4.05**Category: **2**"
Pardosa_agricola,Thorell_T_1856_Recensio_critica_aranearum_suecicarum_quas_descripserunt_Clerckius_Linnaeus_de_Geerus,3.30,2,ok,"## Thorell_T_1856_Recensio_critica_aranearum_suecicarum_quas_descripserunt_Clerckius_Linnaeus_de_Geerus.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | This is a broad critical review of Swedish spiders described by Clerck, Linnaeus, and De Geer covering many families; Pardosa/Lycosa agricola appears in the species enumeration list (p. 111) and Lycosa sections occupy perhaps 15–20 pages of 120, but treatment is not Pardosa-focused — it is a multi-genus fauna work where Pardosa is one of many genera, representing well under 10% of focused content. || Morphological description depth (25%) | 3 | Descriptions are in 19th-century Latin prose with some modern structural terms (epigyne, bulbus, palpi, mandibulae, femur, tibia, metatarsus) and occasional measurements in millimetres, but descriptions are brief and pre-modern in structure, lacking systematic quantitative morphometric tables or integrated multi-character passages typical of modern taxonomy. || Genital figure quality (20%) | 2 | Only 3 images are present with no captions, and chunk text references to genital structures (epigyne, bulbus) are brief and incidental rather than associated with illustrated plates; no figure captions reference genital structures for any species. || Taxonomic originality (15%) | 4 | The work includes synonymy and nomenclatural revision of Swedish spider species, with two new species noted (Lycosa tarsalis n. sp., Lycosa nigriceps n. sp.) and Lycosa agricola introduced; however, these are brief diagnoses, not full modern descriptions, and the Pardosa-relevant novelties are minimal. || Supporting data (10%) | 4 | Locality data for Swedish species is mentioned in prose (Uplandia, Holmia, etc.) without structured specimen lists or distribution tables; some enumeration tables present but not as formal examined-material lists. || Text/OCR quality (5%) | 8 | Garbled ratio is 0.0, force_ocr is false, and chunk text is largely readable Latin prose with only minor OCR artefacts typical of 19th-century typography. |### Final ScoreWeighted total: (3×0.25) + (3×0.25) + (2×0.20) + (4×0.15) + (4×0.10) + (8×0.05)= 0.75 + 0.75 + 0.40 + 0.60 + 0.40 + 0.40 = **3.30**Category: **2**"
Pardosa_agricola,Tongiorgi_P_1966b_Wolf_spiders_of_the_Pardosa_monticola_group_Araneae_Lycosidae,6.65,3,ok,"## Tongiorgi_P_1966b_Wolf_spiders_of_the_Pardosa_monticola_group_Araneae_Lycosidae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The entire document is a revision of the *Pardosa monticola* group; every chunk treats Pardosa exclusively, covering 15 species throughout. || Morphological description depth (25%) | 6 | Modern morphological vocabulary is consistently used (tegular apophysis, terminal apophysis, septum, epigynum, palpus, bulb, femur, tibia, metatarsus, etc.) with qualitative descriptions for all species, but the author explicitly states he made ""little use of measurements"" — quantitative data appear only for *P. olympica* (one new species) and are absent from the majority of species accounts, preventing a higher score. || Genital figure quality (20%) | 6 | The text references figures for both male palp (ventral and ventrolateral views of tegular and terminal apophysis) and female epigynum (anterior pockets, septum shape) for numerous species, indicating multi-structure genital coverage; however, the pipeline captured only garbled captions for the plate images, and the figures themselves are plate illustrations whose quality cannot be confirmed from captions alone — the scope of coverage described in the text supports a moderate-high score. || Taxonomic originality (15%) | 6 | One new species (*Pardosa olympica* n. sp.) is formally described with full diagnosis and comparison to related taxa; the work also provides a revision of 14–15 species with synonymy and lectotype designations, but only a single formal new species is introduced, placing it in the lower end of the 5–7 band. || Supporting data (10%) | 4 | Locality and specimen data are mentioned in prose under each species account (e.g., ""Specimens examined came from…"") but are not presented as a formal examined-material list with structured collector/date/repository data; no distribution maps or molecular data are present. || Text/OCR quality (5%) | 8 | `garbled_ratio` = 0.0, `force_ocr` = false; chunk text is clean and fully readable with only minor OCR artifacts (occasional character substitutions such as ""\\\\'"" for apostrophes), consistent with a well-digitised modern PDF. |### Final ScoreWeighted total: (9×0.25) + (6×0.25) + (6×0.20) + (6×0.15) + (4×0.10) + (8×0.05)= 2.25 + 1.50 + 1.20 + 0.90 + 0.40 + 0.40 = **6.65**Category: **3**"
Pardosa_albomaculata,Paquin_P__Dupérré_N_2003_Guide_didentification_des_araignées_de_Québec,4.20,2,ok,"## Paquin_P__Dupérré_N_2003_Guide_didentification_des_araignées_de_Québec.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 4 | This is a comprehensive multi-family Quebec spider identification guide covering ~37 families; Pardosa appears as one genus within Lycosidae (itself one of ~37 families), with perhaps 5–10 chunks out of 980 directly focused on Pardosa species, well below 10% of total content. || Morphological description depth (25%) | 4 | The guide provides measurements (body length in mm) and genital structure figure captions for each species entry, but the descriptions are minimal identification-guide style entries rather than full morphological prose combining detailed anatomical terms with measurements in integrated passages. || Genital figure quality (20%) | 6 | Multiple figure captions reference palpe du male and épigyne (vue ventrale) for Pardosa and other genera, with some also including spermathecae (vue dorsale), confirming genital structures are illustrated; however Pardosa-specific entries appear limited to a small set and multi-view coverage for both sexes is not consistently documented for Pardosa specifically. || Taxonomic originality (15%) | 1 | This is an identification guide with no new species descriptions, synonymies, or original taxonomic contributions; it compiles existing knowledge for Quebec fauna. || Supporting data (10%) | 4 | Locality and habitat information is mentioned in prose for each species but there is no formal examined specimens list, distribution maps, or molecular data. || Text/OCR quality (5%) | 9 | Garbled ratio is 0.008, force_ocr is false, and chunks read cleanly as a modern digital PDF with well-structured text. |### Final ScoreWeighted total: (4×0.25) + (4×0.25) + (6×0.20) + (1×0.15) + (4×0.10) + (9×0.05)= 1.00 + 1.00 + 1.20 + 0.15 + 0.40 + 0.45= **4.20**Category: **2**"
Pardosa_algoides,Hu_J_L_1984_The_Chinese_spiders_collected_from_the_fields_and_the_forests,4.00,2,ok,"## Hu_J_L_1984_The_Chinese_spiders_collected_from_the_fields_and_the_forests.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 4 | This is a broad Chinese spider monograph covering dozens of families and genera; Pardosa is treated in a dedicated section (roughly pages 247–261, ~10–15 pages out of 510) alongside Lycosa, Pirata, Tarentula, Trochosa and many others, constituting well under 10% of total content. || Morphological description depth (25%) | 4 | Descriptions use modern morphological vocabulary and include some body-length measurements (e.g. ""8–10 毫米""), but the Pardosa-specific passages visible in the chunks are brief and lack detailed multi-structure quantitative descriptions combining leg segment lengths with genital terminology. || Genital figure quality (20%) | 5 | Figure captions for Pardosa species reference external genitalia (外雌器/雄肢器) for at least one sex per species (e.g. figs 239, 242, 245–251), but coverage is typically single-view per species and descriptions of views are minimal; no multi-view genital figure series confirmed. || Taxonomic originality (15%) | 2 | The work is a compiled faunal monograph for agricultural/forestry spiders in China; no new Pardosa species are described—species are listed and briefly diagnosed based on existing literature, with synonymies noted but no original revisionary taxonomy. || Supporting data (10%) | 4 | Distribution data (province-level Chinese localities) is provided in prose for each species, but there are no structured specimen lists, distribution maps, or molecular data. || Text/OCR quality (5%) | 6 | Garbled ratio is low (0.026) and OCR was not forced; the text is generally readable but shows significant noise from Chinese OCR artefacts (mixed symbols, garbled characters), reducing extractability of morphological detail. |### Final ScoreWeighted total: (4×0.25) + (4×0.25) + (5×0.20) + (2×0.15) + (4×0.10) + (6×0.05)= 1.00 + 1.00 + 1.00 + 0.30 + 0.40 + 0.30 = **4.00**Category: **2**"
Pardosa_amamiensis,Brignoli_P_M_1983c_A_catalogue_of_the_Araneae_described_between_1940_and_1981_1,2.25,1,ok,"## Brignoli_P_M_1983c_A_catalogue_of_the_Araneae_described_between_1940_and_1981_1.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | This is a comprehensive catalogue of all Araneae described 1940–1981 spanning 382 pages and dozens of families; Pardosa appears in the Lycosidae section (visible on page 230) as one of many genera, representing well under 10% of total content. || Morphological description depth (25%) | 1 | The catalogue format consists entirely of bibliographic references with taxon names, localities, and citation codes (D ♂♀); no morphological descriptions or measurements are provided. || Genital figure quality (20%) | 1 | No figure captions reference genital structures; the 6 images have empty captions and appear to be decorative/frontispiece material only. || Taxonomic originality (15%) | 2 | The work compiles and synonymises existing taxa but does not describe new species itself; it is a secondary catalogue with no original descriptions. || Supporting data (10%) | 3 | Locality data is present in prose form for each species entry (country/region names) but there are no structured specimen lists, distribution maps, or molecular data. || Text/OCR quality (5%) | 9 | Garbled ratio of 0.003 with force_ocr false; text is clean and well-structured throughout the sampled chunks. |### Final ScoreWeighted total: (3×0.25) + (1×0.25) + (1×0.20) + (2×0.15) + (3×0.10) + (9×0.05) = 0.75 + 0.25 + 0.20 + 0.30 + 0.30 + 0.45 = **2.25**Category: 1"
Pardosa_amamiensis,Yaginuma_T_1986a_Spiders_of_Japan_in_color_new_ed,3.40,2,ok,"## Yaginuma_T_1986a_Spiders_of_Japan_in_color_new_ed.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | This is a comprehensive illustrated guide to Japanese spiders covering all families; Pardosa appears incidentally in ~one section of the lycosid chapter (pages 117–119), representing well under 10% of the total 1921 chunks, with no Pardosa-focused treatment. || Morphological description depth (25%) | 3 | Species descriptions in the chunks provide basic body length measurements and colour patterns typical of popular field guide prose, but lack combined detailed morphological terminology and multi-structure measurements characteristic of taxonomic revisions. || Genital figure quality (20%) | 4 | Figure captions mention epigyne (""外雌器"") and palp (""♂触肢"") for various genera, and one caption references ""epi gynum"" and ""genitalia"" for a wolf spider (Kikuzuki-komori-gumo), but these are broadly distributed across many families—no multi-view genital illustration series is confirmed specifically for Pardosa. || Taxonomic originality (15%) | 2 | The book is a faunal checklist/field guide with no original taxonomic descriptions; Pardosa species are listed with distribution notes only, no new species or revisions. || Supporting data (10%) | 4 | Distribution by prefecture/region is given in prose for most species entries; no formal examined-material lists, distribution maps, or molecular data are present. || Text/OCR quality (5%) | 8 | Garbled ratio is 0.02 and force_ocr is false; the Japanese text is largely readable throughout, with only minor OCR noise in mixed-script chunks. |### Final ScoreWeighted total: (3×0.25) + (3×0.25) + (4×0.20) + (2×0.15) + (4×0.10) + (8×0.05)= 0.75 + 0.75 + 0.80 + 0.30 + 0.40 + 0.40 = **3.40**Category: **2**"
Pardosa_amentata,Bristowe_W_S_1941_The_comity_of_spiders_Volume_II,1.70,1,ok,"## Bristowe_W_S_1941_The_comity_of_spiders_Volume_II.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 2 | Pardosa appears only as incidental synonymic references in the index (e.g., ""praticola L.K., Pardosa = Lycosa p., 40"") and passing mentions; the work covers web-building, food, courtship, mimicry, and enemies of spiders broadly, with no substantive treatment of Pardosa. || Morphological description depth (25%) | 1 | No morphological descriptions of any spider in the modern taxonomic sense; the text is behavioural/ecological natural history with no body measurements or structural terminology relevant to taxonomy. || Genital figure quality (20%) | 1 | No figure captions reference genital structures for Pardosa; the one sexual-organ diagram (TEXT-FIG. 88) depicts Aranea undata and is schematic/functional rather than taxonomic. || Taxonomic originality (15%) | 1 | No new species described, no redescriptions, and no revisionary taxonomy; the document is a natural history monograph focused on behaviour and ecology. || Supporting data (10%) | 2 | Some county locality records are mentioned in prose for various species, but there is no structured specimen list, distribution table, or molecular data; Pardosa is not among the species with locality data. || Text/OCR quality (5%) | 8 | Garbled ratio of 0.044 with force_ocr false; text is largely clean and readable with only minor OCR artefacts typical of a mid-20th-century scanned book. |### Final ScoreWeighted total: (2×0.25) + (1×0.25) + (1×0.20) + (1×0.15) + (2×0.10) + (8×0.05)= 0.50 + 0.25 + 0.20 + 0.15 + 0.20 + 0.40 = **1.70**Category: **1**"
Pardosa_amentata,Giebel_C_G_1869c_Am_Vierwaldstädter_See,2.45,1,ok,"## Giebel_C_G_1869c_Am_Vierwaldstädter_See.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | The document is a German travel narrative with incidental natural history observations; Pardosa is mentioned only briefly in passing (entries 20–21 in a spider species list), representing well under 5% of the total content. || Morphological description depth (25%) | 2 | Spider descriptions present are limited to colouration and eye arrangement in 19th-century prose style with no quantitative measurements; no modern morphological vocabulary for genital structures. || Genital figure quality (20%) | 1 | No figures or images are present in the document (images.total = 0, no captions); no genital structures illustrated. || Taxonomic originality (15%) | 2 | No new Pardosa species described; Pardosa monticola and one other lycosid are merely listed with brief colour notes; no revisions or redescriptions. || Supporting data (10%) | 3 | Locality data for spider collections mentioned in prose (Brunnen, Gersau, Rütli, Axenstrasse, etc.) but not structured as formal specimen lists or tables. || Text/OCR quality (5%) | 8 | Clean digital PDF with garbled_ratio = 0.0 and force_ocr = false; text reads fluently throughout with no OCR artefacts. |### Final ScoreWeighted total: (3×0.25) + (2×0.25) + (1×0.20) + (2×0.15) + (3×0.10) + (8×0.05)= 0.75 + 0.50 + 0.20 + 0.30 + 0.30 + 0.40 = **2.45**Category: **1**"
Pardosa_amentata,Martyn_T_1793_Aranei_or_a_natural_history_of_spiders_including_the_principal_parts_of_the_well_known_work_on_English_spiders_by_Eleazar_Albin_as_also_the_whole_of_the_celebrated_publication_on_Swedish_spiders_by_Charles_Clerk,1.70,1,ok,"## Martyn_T_1793_Aranei_or_a_natural_history_of_spiders_including_the_principal_parts_of_the_well_known_work_on_English_spiders_by_Eleazar_Albin_as_also_the_whole_of_the_celebrated_publication_on_Swedish_spiders_by_Charles_Clerk.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 1 | No mention of Pardosa anywhere in the sampled chunks; the document is an 18th-century general natural history of spiders covering many informal ""common name"" species without Pardosa genus-level treatment. || Morphological description depth (25%) | 2 | Descriptions are pre-modern prose (18th-century English), covering only gross external colour and hair patterns with no quantitative measurements and none of the modern morphological vocabulary relevant to lycosid taxonomy. || Genital figure quality (20%) | 1 | No figure captions are captured in doc_stats (captions list is empty), and chunk text references only habitus illustrations by plate/figure number with no mention of genital structures. || Taxonomic originality (15%) | 1 | No new Pardosa species described; the work is a translation/compilation of Clerck and Albin with informal English common-name species listings, offering no original taxonomic contribution relevant to Pardosa. || Supporting data (10%) | 2 | Locality data mentioned only incidentally in prose (collection sites near London woodland); no structured specimen lists, distribution tables, or molecular data. || Text/OCR quality (5%) | 8 | Garbled ratio is 0.009 and force_ocr is false; text reads cleanly throughout the sampled chunks with only minor long-s (ſ) OCR artefacts typical of digitised 18th-century documents. |### Final ScoreWeighted total: (1 × 0.25) + (2 × 0.25) + (1 × 0.20) + (1 × 0.15) + (2 × 0.10) + (8 × 0.05)= 0.25 + 0.50 + 0.20 + 0.15 + 0.20 + 0.40 = **1.70**Category: **1**"
Pardosa_amentata,Pickard-Cambridge_O_1912c_On_new_and_rare_British_arachnids_noted_and_observed_in_1911,2.90,2,ok,"## Pickard-Cambridge_O_1912c_On_new_and_rare_British_arachnids_noted_and_observed_in_1911.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 2 | The document covers a broad range of British arachnids across many families and genera; Pardosa is not mentioned at all — the Lycosid content covers Trochosa, Tarentula, and Lycosa (postuma, agricola), with no Pardosa entries detected across the 104 chunks. || Morphological description depth (25%) | 3 | Descriptions use modern morphological vocabulary (cephalothorax, falces, sternum, palpi, metatarsi, etc.) with some body-length measurements in lines, but no quantitative leg-segment measurements in mm and no Pardosa-specific descriptions. || Genital figure quality (20%) | 3 | Figures are present and some captions reference genital apertures (e.g., fig. 6 genital aperture of Protadia, figs. 18, 22a for Maro spp., figs. 31–36 for Ero spp.), but none relate to Pardosa or Lycosidae genital structures; all captions are for other families. || Taxonomic originality (15%) | 2 | New species described (Theridion salvum, Leptyphantes nigrescens, Maro persimilis, Euophrys molesta) but none are Pardosa; no new Pardosa species or revisions are present. || Supporting data (10%) | 3 | Locality data is mentioned in prose for individual specimens (e.g., Warmwell, Plymouth, Forres) but there is no structured distribution table, formal examined material list, or molecular data. || Text/OCR quality (5%) | 9 | garbled_ratio = 0.0, force_ocr = false; text is clean and fully readable throughout with only minor OCR artifacts in the table chunks. |### Final ScoreWeighted total: (2×0.25) + (3×0.25) + (3×0.20) + (2×0.15) + (3×0.10) + (9×0.05)= 0.50 + 0.75 + 0.60 + 0.30 + 0.30 + 0.45 = **2.90**Category: **2**"
Pardosa_amentata,Simon_E_1864_Histoire_naturelle_des_Araignées_Aranéides,1.80,1,ok,"## Simon_E_1864_Histoire_naturelle_des_Araignées_Aranéides.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 1 | No mention of Pardosa anywhere in the sampled chunks; the document covers a wide range of spider families and genera (Lycosa, Epeira, Tegenaria, etc.) with no detectable Pardosa treatment. || Morphological description depth (25%) | 2 | Descriptions present throughout but are mid-19th-century prose style in French with no quantitative measurements and lacking modern taxonomic vocabulary for genital structures. || Genital figure quality (20%) | 1 | Figure captions are either absent or describe habitus/web/cocoon subjects only; no captions reference epigyne, vulva, palp bulb or any genital structures. || Taxonomic originality (15%) | 1 | No new Pardosa species or revisionary Pardosa content identifiable; the work is a general natural history monograph, not a taxonomic revision. || Supporting data (10%) | 3 | Species entries in the catalogue section include author and locality information in prose/list form, but no structured specimen data, distribution maps, or molecular data. || Text/OCR quality (5%) | 8 | Garbled ratio is 0.0, force_ocr is false; text is largely readable with only minor OCR artifacts typical of a digitised 19th-century PDF. |### Final ScoreWeighted total: (1×0.25) + (2×0.25) + (1×0.20) + (1×0.15) + (3×0.10) + (8×0.05)= 0.25 + 0.50 + 0.20 + 0.15 + 0.30 + 0.40 = **1.80**Category: **1**"
